2025-09-22,45.0,Tickets,For JPEG concert
2025-09-22,13.0,Food,Taco Bell
2025-09-22,15.0,Entertainment,PS+ Subscription
2025-09-24,20.0,Food,Cafe China appetizer
2025-09-24,10.0,Gogo,Testing
2025-09-24,20.0,Other,Testing again
2025-09-28,22.0,Travel,Gas
2025-09-28,18.0,Travel,Toll
